entrez_gene_id	hugo_symbol
54898	ELOVL2
7402	UTRN
253714	MMS22L
100101267	POM121C
9258	MFHAS1
22954	TRIM32
7099	TLR4
4915	NTRK2
1756	DMD
7317	UBA1
1730	DIAPH2
22986	SORCS3
64421	DCLRE1C
89874	SLC25A21
4948	OCA2
54832	VPS13C
80179	MYO19
2354	FOSB
11024	LILRA1
89796	NAV1
824	CAPN2
205147	AMER3
1962	EHHADH
26032	SUSD5
51368	TEX264
55008	HERC6
2890	GRIA1
93979	CPA5
284	ANGPT1
55039	TRMT12
23064	SETX
118980	SFXN2
114815	SORCS1
83643	CCDC3
5526	PPP2R5B
143684	FAM76B
8435	SOAT2
1911	PHC1
8881	CDC16
161003	STOML3
317761	C14orf39
197131	UBR1
10260	DENND4A
54700	RRN3
1540	CYLD
79902	NUP85
5289	PIK3C3
6689	SPIB
2948	GSTM4
128346	C1orf162
388701	C1orf189
6390	SDHB
9068	ANGPTL1
85414	SLC45A3
128387	TATDN3
284656	EPHA10
6491	STIL
257194	NEGR1
6407	SEMG2
50861	STMN3
1859	DYRK1A
150160	CCT8L2
26122	EPC2
11069	RAPGEF4
8944	SNORD73A
5295	PIK3R1
55278	QRSL1
22999	RIMS1
2045	EPHA7
55904	KMT2E
84629	TNRC18
54467	ANKIB1
22853	LMTK2
7071	KLF10
27257	LSM1
1875	E2F5
114789	SLC25A25
81704	DOCK8
22869	ZNF510
26280	IL1RAPL2
282973	JAKMIP3
3434	IFIT1
4583	MUC2
374378	GALNT18
283284	IGSF22
710	SERPING1
3888	KRT82
4640	MYO1A
84125	LRRIQ1
23281	MTUS2
23047	PDS5B
22890	ZBTB1
1543	CYP1A1
55466	DNAJA4
51458	RHCG
84669	USP32
5430	POLR2A
146754	DNAH2
5184	PEPD
2068	ERCC2
125919	ZNF543
51129	ANGPTL4
94025	MUC16
149018	LELP1
3782	KCNN3
2326	FMO1
460	ASTN1
353238	PADI6
5132	PDC
84144	SYDE2
6406	SEMG1
10694	CCT8
2033	EP300
2487	FRZB
23314	SATB2
388951	TSPYL6
1496	CTNNA2
622	BDH1
10015	PDCD6IP
353274	ZNF445
4286	MITF
8492	PRSS12
987	LRBA
55300	PI4K2B
651	BMP3
56172	ANKH
345456	PFN3
5340	PLG
442186	OR2J3
26240	FAM50B
2050	EPHB4
28996	HIPK2
65999	LRRC61
51427	ZNF107
27445	PCLO
6575	SLC20A2
51050	PI15
23245	ASTN2
6136	RPL12
7569	ZNF182
338567	KCNK18
283092	OR4C13
51287	COA4
26005	C2CD3
2904	GRIN2B
10162	LPCAT3
9746	CLSTN3
283518	KCNRG
26534	OR10G2
80349	WDR61
146310	RNF151
5310	PKD1
84464	SLX4
197322	ACSF3
47	ACLY
9043	SPAG9
84735	CNDP1
58525	WIZ
162962	ZNF836
5546	PRCC
10766	TOB2
6305	SBF1
3417	IDH1
10887	PROKR1
165545	DQX1
166793	ZBTB49
56112	PCDHGA3
135152	B3GAT2
5782	PTPN12
1508	CTSB
5324	PLAG1
215	ABCD1
9126	SMC3
259217	HSPA12A
29974	A1CF
23522	KAT6B
55823	VPS11
219873	OR10S1
406	ARNTL
79733	E2F8
341019	DCDC1
6050	RNH1
2615	LRRC32
6157	RPL27A
219595	FOLH1B
1017	CDK2
6337	SCNN1A
10818	FRS2
57379	AICDA
1833	EPYC
6652	SORD
11173	ADAMTS7
91647	ATPAF2
27077	B9D1
57649	PHF12
4763	NF1
996	CDC27
8711	TNK1
85302	FBF1
27164	SALL3
574460	MIR498
5609	MAP2K7
10218	ANGPTL7
10745	PHTF1
476	ATP1A1
126767	AADACL3
343071	PRAMEF10
1510	CTSE
391190	OR2L8
127064	OR2T12
403239	OR2T27
23038	WDTC1
84970	C1orf94
3652	IPP
26038	CHD5
2023	ENO1
164045	HFM1
6628	SNRPB
57506	MAVS
5360	PLTP
81027	TUBB1
2591	GALNT3
253782	CERS6
51454	GULP1
54842	MFSD6
91526	ANKRD44
843	CASP10
26154	ABCA12
25992	SNED1
8648	NCOA1
9381	OTOF
30845	EHD3
729171	ANKRD20A8P
56910	STARD7
27333	GOLIM4
6336	SCN10A
4134	MAP4
7318	UBA7
3064	HTT
23001	WDFY3
57113	TRPC7
26999	CYFIP2
57222	ERGIC1
10814	CPLX2
79925	SPEF2
51426	POLK
26797	SNORD52
3326	HSP90AB1
26036	ZNF451
5172	SLC26A4
117	ADCYAP1R1
100533952	RBAK-RBAKDN
26100	WIPI2
113263	GLCCI1
9242	MSC
55342	STRBP
57720	GPR107
402381	SOHLH1
20	ABCA2
375704	ENHO
26033	ATRNL1
57512	GPR158
54788	DNAJB12
83860	TAF3
2894	GRID1
79849	PDZD3
26494	OR8G1
1479	CSTF3
338707	B4GALNT4
113157	RPLP0P2
10612	TRIM3
51585	PCF11
55359	STYK1
3709	ITPR2
5930	RBBP6
9726	ZNF646
79585	CORO7
4620	MYH2
9267	CYTH1
50509	COL5A3
3949	LDLR
84292	WDR83
23094	SIPA1L3
162966	ZNF600
2204	FCAR
51592	TRIM33
284729	ESPNP
1503	CTPS1
2139	EYA2
29781	NCAPH2
29841	GRHL1
80146	UXS1
375287	RBM43
5495	PPM1B
93082	NEURL3
9276	COPB2
5308	PITX2
10296	MAEA
9353	SLIT2
80273	GRPEL1
10973	ASCC3
9972	NUP153
80317	ZKSCAN3
1302	COL11A2
222950	NYAP1
9732	DOCK4
23165	NUP205
357	SHROOM2
6840	SVIL
23411	SIRT1
338322	NLRP10
60494	CCDC81
120863	DEPDC4
9612	NCOR2
949	SCARB1
266722	HS6ST3
57447	NDRG2
10965	ACOT2
2957	GTF2A1
4621	MYH3
2064	ERBB2
90007	MIDN
7392	USF2
339324	ZNF260
57716	PRX
2828	GPR4
85369	STRIP1
388662	SLC6A17
65123	INTS3
9095	TBX19
83479	DDX59
10440	TIMM17A
391195	OR2T33
29801	ZDHHC8
266629	SEC14L3
23761	PISD
10042	HMGXB4
9392	TGFBRAP1
57628	DPP10
57703	CWC22
4436	MSH2
51542	VPS54
23473	CAPN7
55830	GLT8D1
8641	PCDHGB4
92255	LMBRD2
25836	NIPBL
80006	TRAPPC13
11076	TPPP
57531	HACE1
3908	LAMA2
2037	EPB41L2
51660	MPC1
221336	BEND6
154288	KHDC3L
167691	LCA5
22797	TFEC
64224	HERPUD2
7589	ZSCAN21
23303	KIF13B
2260	FGFR1
5179	PENK
79752	ZFAND1
170261	ZCCHC12
79057	PRRG3
256714	MAP7D2
84636	GPR174
64429	ZDHHC6
116519	APOA5
399967	PATE2
219438	OR5D18
406967	MIR192
4647	MYO7A
60492	CCDC90B
54682	MANSC1
7316	UBC
341346	SMCO2
6539	SLC6A12
6540	SLC6A13
5693	PSMB5
91947	ARRDC4
29066	ZC3H7A
26156	RSL1D1
124245	ZC3H18
8735	MYH13
23666	UBBP4
10614	HEXIM1
92126	DSEL
148268	ZNF570
5680	PSG11
7771	ZNF112
9476	NAPSA
10382	TUBB4A
84467	FBN3
118424	UBE2J2
9554	SEC22B
57198	ATP8B2
3645	INSRR
11223	MST1L
79605	PGBD5
27245	AHDC1
7579	ZSCAN20
79830	ZMYM1
81025	GJA9
127396	ZNF684
149830	PRNT
5111	PCNA
54221	SNTG2
7447	VSNL1
10152	ABI2
846	CASR
54625	PARP14
27074	LAMP3
604	BCL6
84984	CEP19
8654	PDE5A
55294	FBXW7
51802	ASIC5
56884	FSTL5
645104	CLRN2
995	CDC25C
54882	ANKHD1
7204	TRIO
202151	RANBP3L
133558	MROH2B
6098	ROS1
345930	ECT2L
135250	RAET1E
167	CRISP1
57579	FAM135A
23595	ORC3
154790	CLEC2L
23608	MKRN1
8454	CUL1
222008	VSTM2A
5244	ABCB4
219578	ZNF804B
23471	TRAM1
26086	GPSM1
92949	ADAMTSL1
51280	GOLM1
60495	HPSE2
55717	WDR11
4321	MMP12
219429	OR4C11
219447	OR5AS1
27339	PRPF19
6175	RPLP0
338821	SLCO1B7
55711	FAR2
84872	ZC3H10
6778	STAT6
80184	CEP290
1983	EIF5
122525	C14orf28
79811	SLTM
5923	RASGRF1
1387	CREBBP
342618	SLFN14
23140	ZZEF1
9001	HAP1
84073	MYCBPAP
11325	DDX42
8943	AP3D1
126321	MFSD12
5817	PVR
3004	GZMM
54811	ZNF562
1301	COL11A1
11000	SLC27A3
142678	MIB2
3765	KCNJ9
55811	ADCY10
3914	LAMB3
2590	GALNT2
25949	SYF2
192670	AGO4
1266	CNN3
284759	SIRPB2
63977	PRDM15
27233	SULT1C4
54431	DNAJC10
9666	DZIP3
84666	RETNLB
5276	SERPINI2
10463	SLC30A9
1609	DGKQ
10902	BRD8
285641	SLC36A3
2264	FGFR4
3096	HIVEP1
10050	SLC17A4
9656	MDC1
79136	LY6G6E
401262	CRIP3
90693	CCDC126
221935	SDK1
107	ADCY1
340267	COL28A1
154661	RUNDC3B
137835	TMEM71
6770	STAR
79848	CSPP1
138805	OR13F1
26012	NSMF
6595	SMARCA2
64078	SLC28A3
2556	GABRA3
9185	REPS2
81887	LAS1L
54413	NLGN3
8513	LIPF
112817	HOGA1
89797	NAV2
23279	NUP160
283093	OR4C12
4035	LRP1
79611	ACSS3
55117	SLC6A15
7750	ZMYM2
643382	TMEM253
27030	MLH3
176	ACAN
2813	GP2
899	CCNF
94160	ABCC12
57215	THAP11
57555	NLGN2
4729	NDUFV2
3386	ICAM4
57153	SLC44A2
1777	DNASE2
126306	JSRP1
388536	ZNF790
91662	NLRP12
85376	RIMBP3
80067	DCAF17
2066	ERBB4
6868	ADAM17
3280	HES1
3660	IRF2
84448	ABLIM2
1495	CTNNA1
108	ADCY2
116369	SLC26A8
1129	CHRM2
64089	SNX16
23099	ZBTB43
84960	CCDC183
340562	SATL1
647135	SRGAP2B
375593	TRIM73
84795	PYROXD2
9644	SH3PXD2A
282996	RBM20
9712	USP6NL
118987	PDZD8
11164	NUDT5
5654	HTRA1
9184	BUB3
118856	MMP21
55844	PPP2R2D
8829	NRP1
83937	RASSF4
2662	GDF10
79861	TUBAL3
54522	ANKRD16
59	ACTA2
64318	NOC3L
56889	TM9SF3
9313	MMP20
54766	BTG4
283106	CSNK2A3
23621	BACE1
3145	HMBS
867	CBL
23650	TRIM29
2900	GRIK4
90952	ESAM
50863	NTM
22997	IGSF9B
3767	KCNJ11
10083	USH1C
340990	OTOG
11234	HPS5
7136	TNNI2
4046	LSP1
10077	TSPAN32
256144	OR4C3
79473	OR52N1
57661	PHRF1
220001	VWCE
79869	CPSF7
747	DAGLA
256364	EML3
83706	FERMT3
84304	NUDT22
55561	CDC42BPG
220359	TIGD3
10089	KCNK7
6494	SIPA1
5017	OVOL1
1521	CTSW
144132	DNHD1
10072	DPP3
9973	CCS
8590	OR6A2
7352	UCP3
220032	GDPD4
9866	TRIM66
7702	ZNF143
121551	BTBD11
217	ALDH2
5781	PTPN11
4940	OAS3
79039	DDX54
10993	SDS
23067	SETD1B
57605	PITPNM2
65985	AACS
8408	ULK1
83445	GSG1
55743	CHFR
2012	EMP1
51071	DERA
728858	C12orf71
51564	HDAC7
1280	COL2A1
10024	TROAP
57701	NCKAP5L
3875	KRT18
1975	EIF4B
11176	BAZ2A
4665	NAB2
116986	AGAP2
10102	TSFM
7450	VWF
9918	NCAPD2
1108	CHD4
171017	ZNF384
5830	PEX5
11103	KRR1
5074	PAWR
56899	ANKS1B
1282	COL4A1
1284	COL4A2
8874	ARHGEF7
65110	UPF3A
221178	SPATA13
222484	LNX2
26960	NBEA
23091	ZC3H13
79758	DHRS12
8796	SCEL
122060	SLAIN1
10858	CYP46A1
79446	WDR25
6037	RNASE3
55701	ARHGEF40
57096	RPGRIP1
55147	RBM23
9985	REC8
196883	ADCY4
11035	RIPK3
4776	NFATC4
23351	KHNYN
80224	NUBPL
11183	MAP4K5
57544	TXNDC16
3306	HSPA2
2353	FOS
29954	POMT2
55775	TDP1
64919	BCL11B
11261	CHP1
255189	PLA2G4F
53905	DUOX1
54982	CLN6
5315	PKM
10021	HCN4
80125	CCDC33
57188	ADAMTSL3
51335	NGRN
23336	SYNM
8912	CACNA1H
8938	BAIAP3
1186	CLCN7
9742	IFT140
10595	ERN2
27327	TNRC6A
10847	SRCAP
197358	NLRC3
51025	PAM16
9683	N4BP1
10300	KATNB1
3801	KIFC3
8824	CES2
653319	KIAA0895L
79767	ELMO3
25894	PLEKHG4
29800	ZDHHC1
5681	PSKH1
55794	DDX28
83693	HSDL1
9013	TAF1C
161931	ADAD2
23199	GSE1
84627	ZNF469
161882	ZFPM1
2588	GALNS
1013	CDH15
388336	SHISA6
9912	ARHGAP44
136	ADORA2B
201163	FLCN
218	ALDH3A1
5606	MAP2K3
4335	MNT
7448	VTN
163	AP2B1
93210	PGAP3
489	ATP2A3
84951	TNS4
3881	KRT31
3866	KRT15
672	BRCA1
3837	KPNB1
114881	OSBPL7
90507	SCRN2
9032	TM4SF5
1145	CHRNE
6198	RPS6KB1
1636	ACE
5705	PSMC5
9501	RPH3AL
162517	FBXO39
1856	DVL2
79142	PHF23
124599	CD300LB
57409	MIF4GD
3993	LLGL2
10610	ST6GALNAC2
9021	SOCS3
8535	CBX4
124565	SLC38A10
399512	SLC25A35
22899	ARHGEF15
147495	APCDD1
125336	LOXHD1
1630	DCC
5205	ATP8B1
79839	CCDC102B
55628	ZNF407
56342	PPAN
78992	YIPF2
4125	MAN2B1
773	CACNA1A
9524	TECR
390892	OR7A10
10270	AKAP8
79041	TMEM38A
83878	USHBP1
3718	JAK3
100302210	MIR1909
3727	JUND
10715	CERS1
53345	TM6SF2
7089	TLE2
10775	POP4
83636	C19orf12
84306	PDCD2L
6324	SCN1B
5349	FXYD3
163183	SYNE4
284403	WDR62
4145	MATK
57622	LRFN1
8857	FCGBP
90324	CCDC97
90273	CEACAM21
56006	SMG9
7596	ZNF45
64344	HIF3A
6543	SLC8A2
148022	TICAM1
3972	LHB
57479	PRR12
3661	IRF3
8174	MADCAM1
25888	ZNF473
2854	GPR32
574473	MIR520B
4849	CNOT3
11026	LILRA3
3809	KIR2DS4
5794	PTPRH
284418	FAM71E2
729956	SHISA7
89887	ZNF628
84914	ZNF587
9040	UBE2M
7593	MZF1
610	HCN2
23370	ARHGEF18
6813	STXBP2
256949	KANK3
5195	PEX14
2703	GJA8
9900	SV2A
11311	VPS45
149428	BNIPL
126638	RPTN
55154	MSTO1
375033	PEAR1
23065	EMC1
91156	IGFN1
59352	LGR6
254428	SLC41A1
23380	SRGAP2
3586	IL10
3339	HSPG2
79802	HHIPL2
163859	SDE2
6262	RYR2
6135	RPL11
55229	PANK4
80851	SH3BP5L
10163	WASF2
22826	DNAJC8
2035	EPB41
114784	CSMD2
9731	CEP104
991	CDC20
1802	DPH2
55966	AJAP1
200014	CC2D1B
1718	DHCR24
55277	FGGY
387509	GPR153
5236	PGM1
26155	NOC2L
55968	NSFL1C
343641	TGM6
9837	GINS1
28954	REM1
3055	HCK
171023	ASXL1
3704	ITPA
83959	SLC4A11
22913	RALY
6676	SPAG4
60436	TGIF2
55317	AP5S1
10616	RBCK1
64900	LPIN3
140730	RIMS4
3787	KCNS1
4773	NFATC2
7764	ZNF217
3911	LAMA5
57642	COL20A1
6725	SRMS
861	RUNX1
10281	DSCR4
1826	DSCAM
25825	BACE2
23275	POFUT2
80781	COL18A1
6545	SLC7A4
66035	SLC2A11
56241	SUSD2
440822	PIWIL3
23331	TTC28
164633	CABP7
5008	OSM
23598	PATZ1
253143	PRR14L
4689	NCF4
6753	SSTR3
23492	CBX7
8911	CACNA1I
10478	SLC25A17
80274	SCUBE1
9620	CELSR1
54456	MOV10L1
56666	PANX2
85378	TUBGCP6
7849	PAX8
79595	SAP130
3235	HOXD9
3231	HOXD1
389073	C2orf80
285175	UNC80
53632	PRKAG3
10669	CGREF1
7498	XDH
253635	GPATCH11
6654	SOS1
10736	SIX2
10097	ACTR2
7840	ALMS1
388963	C2orf81
7841	MOGS
10713	USP39
25885	POLR1A
55037	PTCD3
54910	SEMA4C
2932	GSK3B
111	ADCY5
8723	SNX4
9922	IQSEC1
23225	NUP210
7508	XPC
9819	TSC22D2
57709	SLC7A14
84002	B3GNT5
1181	CLCN2
64110	MAGEF1
23527	ACAP2
151651	EFHB
8850	KAT2B
6769	STAC
9943	OXSR1
93	ACVR2B
64147	KIF9
1294	COL7A1
1951	CELSR3
10180	RBM6
7086	TKT
7871	SLMAP
166336	PRICKLE2
151835	CPNE9
63924	CIDEC
132014	IL17RE
1062	CENPE
132430	PABPC4L
55534	MAML3
202018	TAPT1
2160	F11
339983	NAT8L
92689	FAM114A1
9508	ADAMTS3
57619	SHROOM3
2201	FBN2
5307	PITX1
56124	PCDHB12
340075	ARSI
11346	SYNPO
309	ANXA6
79930	DOK3
6940	ZNF354A
50805	IRX4
5734	PTGER4
10085	EDIL3
64780	MICAL1
4739	NEDD9
3298	HSF2
643854	CTAGE9
167826	OLIG3
729515	TMEM242
2762	GMDS
7913	DEK
255488	RNF144B
7124	TNF
80864	EGFL8
6046	BRD2
5190	PEX6
5754	PTK7
54676	GTPBP2
85315	PAQR8
9697	TRAM2
60481	ELOVL5
23376	UFL1
375616	KCP
136306	SVOPL
55750	AGK
3792	KEL
27153	ZNF777
4846	NOS3
11194	ABCB8
6522	SLC4A2
3200	HOXA3
165	AEBP1
2086	ERV3-1
5446	PON3
25851	TECPR1
406900	MIR106B
81501	DCSTAMP
6482	ST3GAL1
4062	LY6H
23513	SCRIB
340385	ZNF517
10174	SORBS3
54793	KCTD9
64641	EBF2
157489	SDAD1P1
55756	INTS9
8439	NSMAF
5150	PDE7A
4482	MSRA
7539	ZFP37
26190	FBXW2
2649	NR6A1
2022	ENG
10868	USP20
8939	FUBP3
642968	FAM163B
11091	WDR5
6621	SNAPC4
29882	ANAPC2
54586	EQTN
360	AQP3
9380	GRHPR
55312	RFK
1761	DMRT1
100529097	RPL36A-HNRNPH2
80161	ASMTL-AS1
3054	HCFC1
3654	IRAK1
6134	RPL10
257397	TAB3
7030	TFE3
10325	RRAGB
158586	ZXDB
4983	OPHN1
60626	RIC8A
114879	OSBPL5
5702	PSMC3
80168	MOGAT2
79050	NOC4L
146057	TTBK2
5579	PRKCB
246	ALOX15
57616	TSHZ3
4330	MN1
23177	CEP68
9934	P2RY14
23218	NBEAL2
51364	ZMYND10
80854	SETD7
5884	RAD17
26230	TIAM2
389383	CLPSL2
2740	GLP1R
10817	FRS3
6836	SURF4
9719	ADAMTSL2
253935	ANGPTL5
9854	C2CD2L
79832	QSER1
51074	APIP
8567	MADD
23788	MTCH2
219527	LRRC55
120793	OR56A4
23649	POLA2
79867	TCTN2
57666	FBRSL1
144245	ALG10B
50846	DHH
3071	NCKAP1L
939	CD27
2784	GNB3
2098	ESD
220108	FAM124A
64062	RBM26
5015	OTX2
23224	SYNE2
64864	RFX7
408050	NOMO3
3684	ITGAM
9706	ULK2
84961	FBXL20
2648	KAT2A
9520	NPEPPS
50488	MINK1
84268	RPAIN
8313	AXIN2
10349	ABCA10
23265	EXOC7
64693	CTAGE1
6860	SYT4
5874	RAB27B
25796	PGLS
84807	NFKBID
199720	GGN
271	AMPD2
400793	C1orf226
10216	PRG4
5284	PIGR
4751	NEK2
9453	GGPS1
4548	MTR
54955	C1orf109
114883	OSBPL9
3172	HNF4A
6450	SH3BGR
284904	SEC14L4
80830	APOL6
25809	TTLL1
3694	ITGB6
10010	TANK
65065	NBEAL1
7701	ZNF142
9320	TRIP12
57448	BIRC6
10153	CEBPZ
28902	IGKV1D-13
9669	EIF5B
54554	WDR5B
23350	U2SURP
1795	DOCK3
255743	NPNT
5910	RAP1GDS1
56147	PCDHA1
3340	NDST1
55568	GALNT10
1879	EBF1
4245	MGAT1
7936	NELFE
578	BAK1
2978	GUCA1A
112744	IL17F
23195	MDN1
9994	CASP8AP2
1811	SLC26A3
29062	WDR91
56829	ZC3HAV1
116988	AGAP3
10875	FGL2
7586	ZKSCAN1
137492	VPS37A
4023	LPL
3788	KCNS2
57864	SLC46A2
210	ALAD
94107	TMEM203
100131997	FAM27E3
54457	TAF7L
139065	SLITRK4
1774	DNASE1L1
3587	IL10RA
55231	CCDC87
84519	ACRBP
5994	RFXAP
145241	ADAM21P1
4053	LTBP2
23269	MGA
2013	EMP2
124997	WDR81
4077	NBR1
10900	RUNDC3A
3384	ICAM2
22904	SBNO2
126393	HSPB6
4294	MAP3K10
55655	NLRP2
126204	NLRP13
57530	CGN
6401	SELE
3075	CFH
116841	SNAP47
64388	GREM2
3716	JAK1
55240	STEAP3
50649	ARHGEF4
23040	MYT1L
92369	SPSB4
339829	CCDC39
285525	YIPF7
56606	SLC2A9
5066	PAM
11174	ADAMTS6
4988	OPRM1
7738	ZNF184
6048	RNF5
1832	DSP
26608	TBL2
26166	RGS22
22882	ZHX2
114822	RHPN1
23678	SGK3
8013	NR4A3
54830	NUP62CL
288	ANK3
26580	BSCL2
1740	DLG2
341676	NEK5
113146	AHNAK2
53981	CPSF2
7443	VRK1
2562	GABRB3
51234	EMC4
5699	PSMB10
8526	DGKE
8161	COIL
55520	ELAC1
28316	CDH20
7776	ZNF236
84079	ANKRD27
23217	ZFR2
3191	HNRNPL
284366	KLK9
9322	TRIP10
100529215	ZNF559-ZNF177
49860	CRNN
10446	LRRN2
1063	CENPF
55700	MAP7D1
112970	KTI12
55612	FERMT1
84619	ZGPAT
5211	PFKL
28830	IGLJ4
6328	SCN3A
54847	SIDT1
9515	STXBP5L
375337	TOPAZ1
200942	KLHDC8B
1605	DAG1
378	ARF4
402135	OR5K2
11107	PRDM5
11019	LIAS
55153	SDAD1
285513	GPRIN3
55374	TMCO6
54853	WDR55
1836	SLC26A2
11120	BTN2A1
1616	DAXX
6428	SRSF3
2056	EPO
402682	UFSP1
93664	CADPS2
767558	LUZP6
6873	TAF2
157697	ERICH1
389677	RBM12B
158135	TTLL11
2683	B4GALT1
139716	GAB3
7216	TRO
84171	LOXL4
27343	POLL
23082	PPRC1
340784	HMX3
55388	MCM10
56243	KIAA1217
253430	IPMK
7054	TH
159963	SLC5A12
55761	TTC17
282770	OR10AG1
219972	MPEG1
51524	TMEM138
89849	ATG16L2
8495	PPFIBP2
55576	STAB2
9921	RNF10
9735	KNTC1
22953	P2RX2
56890	MDM1
10284	SAP18
1997	ELF1
3503	IGHG4
440153	OR11H12
11198	SUPT16H
8906	AP1G2
51635	DHRS7
64207	IRF2BPL
727832	GOLGA6L6
9488	PIGB
100820829	MYZAP
6642	SNX1
10066	SCAMP2
3419	IDH3A
124411	ZNF720
342371	ATXN1L
4094	MAF
79066	METTL16
4356	MPP3
2811	GP1BA
23125	CAMTA2
4025	LPO
55181	SMG8
374819	LRRC37A3
125058	TBC1D16
5148	PDE6G
5187	PER1
5771	PTPN2
114799	ESCO1
55364	IMPACT
22850	ADNP2
125950	RAVER1
23309	SIN3B
163175	LGI4
374897	SBSN
7705	ZNF146
10945	KDELR1
10172	ZNF256
828	CAPS
56949	XAB2
84330	ZNF414
4893	NRAS
728833	FAM72D
8515	ITGA10
9181	ARHGEF2
63923	TNN
55920	RCC2
126859	AXDND1
9857	CEP350
2331	FMOD
284695	ZNF326
54487	DGCR8
4703	NEB
4148	MATN3
66008	TRAK2
54454	ATAD2B
22924	MAPRE3
23683	PRKD3
4144	MAT2A
5291	PIK3CB
57599	WDR48
9948	WDR1
55132	LARP1B
57484	RNF150
2891	GRIA2
83594	NUDT12
389337	ARHGEF37
57451	TENM2
9945	GFPT2
81786	TRIM7
1601	DAB2
115548	FCHO2
22987	SV2C
84085	FBXO30
57621	ZBTB2
387032	ZKSCAN4
6891	TAP2
1432	MAPK14
27232	GNMT
85015	USP45
830	CAPZA2
231	AKR1B1
673	BRAF
221833	SP8
358	AQP1
80820	EEPD1
51314	NME8
5243	ABCB1
252969	NEIL2
57623	ZFAT
1936	EEF1D
27158	NDOR1
5646	PRSS3
10280	SIGMAR1
259308	FAM205A
375743	PTAR1
389766	C9orf153
7512	XPNPEP2
51260	PBDC1
143879	KBTBD3
84447	SYVN1
283209	PGM2L1
54407	SLC38A2
3320	HSP90AA1
624	BDKRB2
4091	SMAD6
84282	RNF135
8731	RNMT
80032	ZNF556
593	BCKDHA
23271	CAMSAP2
127731	VWA5B1
22974	TPX2
54102	CLIC6
114793	FMNL2
150709	ANKAR
8324	FZD7
55252	ASXL2
9736	USP34
285148	IAH1
6498	SKIL
132204	SYNPR
670	BPHL
1303	COL12A1
55303	GIMAP4
301	ANXA1
79184	BRCC3
5422	POLA1
158724	FAM47A
441549	CDNF
53942	CNTN5
143503	OR51E1
120066	OR5P3
387837	CLEC12B
6667	SP1
84324	SARNP
5787	PTPRB
10129	FRY
23348	DOCK9
57538	ALPK3
84444	DOT1L
55900	ZNF302
57817	HAMP
284415	VSTM1
90485	ZNF835
10155	TRIM28
9129	PRPF3
79590	MRPL24
55616	ASAP3
56776	FMN2
257101	ZNF683
163782	KANK4
6574	SLC20A1
54520	CCDC93
339766	MROH2A
130162	CLHC1
5337	PLD1
255798	SMCO1
9039	UBA3
285679	C5orf60
373	TRIM23
4216	MAP3K4
64288	ZSCAN31
8662	EIF3B
55656	INTS8
55335	NIPSNAP3B
2564	GABRE
2157	F8
23560	GTPBP4
10482	NXF1
7481	WNT11
81846	SBF2
728568	C12orf73
51067	YARS2
4860	PNP
9321	TRIP11
23524	SRRM2
90506	LRRC46
10401	PIAS3
10067	SCAMP3
22802	CLCA4
24	ABCA4
468	ATF4
6775	STAT4
1261	CNGA3
285550	FAM200B
339977	LRRC66
22915	MMRN1
51265	CDKL3
735	C9
79772	MCTP1
154215	NKAIN2
5796	PTPRK
168544	ZNF467
8534	CHST1
9356	SLC22A6
55785	FGD6
3501	IGHG2
55333	SYNJ2BP
676	BRDT
8808	IL1RL2
150468	CKAP2L
11132	CAPN10
51095	TRNT1
6423	SFRP2
3912	LAMB1
26053	AUTS2
4791	NFKB2
7296	TXNRD1
4839	NOP2
479	ATP12A
2322	FLT3
92017	SNX29
283902	HCCAT5
2642	GCGR
79016	DDA1
7594	ZNF43
6626	SNRPA
81857	MED25
1855	DVL1
440561	PRAMEF6
10076	PTPRU
64789	EXO5
4664	NAB1
54464	XRN1
5274	SERPINI1
54790	TET2
6446	SGK1
9401	RECQL4
1620	BRINP1
203238	CCDC171
9373	PLAA
60343	FAM3A
10771	ZMYND11
644168	DRGX
92211	CDHR1
54536	EXOC6
83875	BCO2
10525	HYOU1
390264	OR10G4
4038	LRP4
283238	SLC22A24
10714	POLD3
11309	SLCO2B1
5153	PDE1B
9182	RASSF9
7174	TPP2
641455	POTEM
28684	TRAV8-2
5587	PRKD1
85439	STON2
23015	GOLGA8A
2200	FBN1
3835	KIF22
84440	RAB11FIP4
79893	GGNBP2
9110	MTMR4
56301	SLC7A10
284339	TMEM145
9266	CYTH2
115653	KIR3DL3
9361	LONP1
147694	ZNF548
79084	WDR77
28956	LAMTOR2
55672	NBPF1
51538	ZCCHC17
128710	SLX4IP
79175	ZNF343
129049	SGSM1
83933	HDAC10
471	ATIC
50618	ITSN2
152273	FGD5
5333	PLCD1
1950	EGF
79625	NDNF
1665	DHX15
134549	SHROOM1
56132	PCDHB3
133522	PPARGC1B
134510	UBLCP1
4064	CD180
133746	JMY
54806	AHI1
10786	SLC17A3
26047	CNTNAP2
3569	IL6
55638	SYBU
91694	LONRF1
55636	CHD7
80823	BHLHB9
25975	EGFL6
116442	RAB39B
79004	CUEDC2
10276	NET1
29119	CTNNA3
219539	YPEL4
6311	ATXN2
121665	SPPL3
65117	RSRC2
50614	GALNT9
3854	KRT6B
89795	NAV3
100126336	MIR208B
6938	TCF12
2184	FAH
4619	MYH1
352909	DNAAF3
6861	SYT5
125958	OR7D4
9334	B4GALT5
54033	RBM11
6549	SLC9A2
130507	UBR3
316	AOX1
11017	SNRNP27
